doi,Unnamed: 1,status_download,nivel_informacao,categoria,tecnica,title,title 
10.5455/OVJ.2024.v14.i1.13,sem_pdf,resumo,outros,nao_identificada,excluir,"EFFECTS OF THE PUTATIVE PROBIOTICS BACILLUS LICHENIFORMIS, BACILLUS PUMILUS, AND BACILLUS SUBTILIS ON WHITE LEG SHRIMP, LITOPENAEUS VANNAMEI, IMMUNE RESPONSE, GUT HISTOLOGY, WATER QUALITY, AND GROWTH PERFORMANCE",
10.7717/peerj.16743,sem_pdf,resumo,outros,nao_identificada,excluir,EFFECTS OF NANOPLASTICS ON THE GUT MICROBIOTA OF PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI,
10.1093/plankt/fbad049,sem_open_access,resumo,outros,nao_identificada,excluir,ISOLATION AND CHARACTERIZATION OF BACTERIA FROM THE GUT OF A MESOPELAGIC COPEPOD CEPHALOPHANES REFLUGENS (COPEPODA: CALANOIDA),
10.3390/antiox13010052,erro_download,resumo,outros,nao_identificada,excluir,DIETARY ?-GLUCAN ALLEVIATES ANTIBIOTIC-ASSOCIATED SIDE EFFECTS BY INCREASING THE LEVELS OF ANTIOXIDANT ENZYME ACTIVITIES AND MODIFYING INTESTINAL MICROBIOTA IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.14202/vetworld.2024.50-58,download_ok,texto_completo,aquicultura,nao_identificada,incluir,"EFFECT OF SUPERSATURATED DISSOLVED OXYGEN ON GROWTH-, SURVIVAL-, AND IMMUNE-RELATED GENE EXPRESSION OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1007/s10661-023-12261-y,sem_open_access,resumo,outros,nao_identificada,excluir,"IMPACT OF THIONIL® ON REDUCING WATER AND SOIL MICRO-POLLUTANT AND ENHANCEMENT OF GROWTH, SURVIVAL, ANTI-VIBRIO, IMMUNITY AND HEALTH INDICES OF LITOPENAEUS VANNAMEI IN POND TRIAL",
10.12982/VIS.2024.036,download_ok,texto_completo,aquicultura,h&e,incluir,EFFECT OF BACTERIOPHAGE ON HISTOPATHOLOGY AND DISEASE RESISTANCE OF WHITELEG SHRIMP (LITOPENAEUS VANNAMEI) INFECTED BY VIBRIO PARAHAEMOLYTICUS,
10.1016/j.envpol.2023.122762,sem_pdf,resumo,outros,nao_identificada,excluir,THE ADVERSE IMPACTS OF AMMONIA STRESS ON THE HOMEOSTASIS OF INTESTINAL HEALTH IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.scitotenv.2023.167616,sem_open_access,resumo,outros,nao_identificada,excluir,POLYSTYRENE NANOPLASTICS INDUCE LIPID METABOLISM DISORDER AND ALTER FATTY ACID COMPOSITION IN THE HEPATOPANCREAS OF PACIFIC WHITELEG SHRIMP (LITOPENAEUS VANNAMEI),
10.1155/anu/8883996,erro_download,resumo,outros,nao_identificada,excluir,"EFFECTS OF LYSOPHOSPHOLIPID ON GROWTH PERFORMANCE, HEPATOPANCREAS HEALTH, AND INTESTINAL MICROBIOME OF LITOPENAEUS VANNAMEI IN LOW-FISHMEAL DIET",
,erro_api,resumo,outros,nao_identificada,excluir,EVALUATION OF LVCTL3 GENE EXPRESSION ENCODING C-TYPE LECTIN FROM WHITE-LEG SHRIMP (LITOPENAEUS VANNAMEI) INFECTED WITH AHPND AND BLACK GILL DISEASE,
10.1016/j.aquaculture.2023.739910,sem_open_access,resumo,outros,nao_identificada,excluir,DIETARY INOSITOL IMPROVED GLUCOSE AND LIPID METABOLISM MEDIATED BY THE INSULIN-PI3K-AKT SIGNALING PATHWAY IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.3390/antiox12122042,erro_download,resumo,outros,nao_identificada,excluir,"EFFECTS OF LOW-FISH-MEAL DIET SUPPLEMENTED WITH COENZYME Q10 ON GROWTH PERFORMANCE, ANTIOXIDANT CAPACITY, INTESTINAL MORPHOLOGY, IMMUNITY AND HYPOXIC RESISTANCE OF LITOPENAEUS VANNAMEI",
10.1016/j.aqrep.2023.101867,sem_pdf,resumo,outros,nao_identificada,excluir,XENOGENEIC TRANSPLANTATION OF SPERMATOGONIA FROM BANANA SHRIMP (FENNEROPENAEUS MERGUIENSIS) INTO WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.3390/ijms242316738,erro_download,resumo,outros,nao_identificada,excluir,DYNAMIC INTERPLAY OF METABOLIC AND TRANSCRIPTIONAL RESPONSES IN SHRIMP DURING EARLY AND LATE INFECTION STAGES OF ENTEROCYTOZOON HEPATOPENAEI (EHP),
10.1016/j.aqrep.2023.101851,sem_pdf,resumo,outros,nao_identificada,excluir,"SULFORAPHANE ALLEVIATES OXIDATIVE STRESS INDUCED BY OXIDIZED FISH OIL IN LITOPENAEUS VANNAMEI BY INVOLVING ANTIOXIDANT CAPACITY, INFLAMMATION, AUTOPHAGY, AND APOPTOSIS",
10.1016/j.aqrep.2023.101821,sem_pdf,resumo,outros,nao_identificada,excluir,"IMPLICATIONS OF DIETARY SOYBEAN MEAL REPLACEMENT WITH CORN GLUTEN MEAL ON GROWTH PERFORMANCE, ANTIOXIDANT ACTIVITIES, HEPATOPANCREATIC HISTOPATHOLOGY, AND INTESTINAL FLORA OF JUVENILE PACIFIC SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.cbd.2023.101149,sem_open_access,resumo,outros,nao_identificada,excluir,RAPID ADAPTIVE AND ACUTE STIMULATORY RESPONSES TO LOW SALINITY STRESS IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI): INSIGHTS FROM INTEGRATIVE TRANSCRIPTOMIC AND PROTEOMIC ANALYSIS,
10.1016/j.aqrep.2023.101778,sem_pdf,resumo,outros,nao_identificada,excluir,"DIETARY SODIUM BENZOATE IMPROVES GROWTH, MORPHOLOGY, ANTIOXIDANT CAPACITY AND RESISTANCE AGAINST AEROMONAS HYDROPHILA OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.cbd.2023.101146,sem_open_access,resumo,outros,nao_identificada,excluir,"EFFECTS OF DIETARY MELATONIN ON ANTIOXIDANT AND IMMUNE FUNCTION OF THE PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI), AS DETERMINED BY TRANSCRIPTOMIC ANALYSIS",
10.1016/j.aninu.2023.05.014,sem_pdf,resumo,outros,nao_identificada,excluir,DIETARY CHOLINE ACTIVATES THE AMPK/SREBP SIGNALING PATHWAY AND DECREASES LIPID LEVELS IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1111/jwas.13016,erro_download,resumo,outros,nao_identificada,excluir,"EFFECTS OF TRIBUTYRIN ON THE GROWTH PERFORMANCE, SURVIVAL, TOLERANCE TO HYPOXIC STRESS, AND NUTRIENT DIGESTIBILITY OF PACIFIC WHITE SHRIMP, LITOPENAEUS VANNAMEI, FED DIFFERENT LEVELS OF SOYBEAN MEAL",
10.1016/j.fsirep.2023.100101,sem_pdf,resumo,outros,nao_identificada,excluir,THE EFFECTS OF PANDANUS TECTORIUS LEAF EXTRACT ON THE RESISTANCE OF WHITE-LEG SHRIMP PENAEUS VANNAMEI TOWARDS PATHOGENIC VIBRIO PARAHAEMOLYTICUS,
10.1016/j.fsi.2023.109086,sem_open_access,resumo,outros,nao_identificada,excluir,"EFFECTS OF DIETARY DIHYDROMYRICETIN ON GROWTH PERFORMANCE, ANTIOXIDANT CAPACITY, IMMUNE RESPONSE AND INTESTINAL MICROBIOTA OF SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.aquaculture.2023.739818,sem_open_access,resumo,outros,nao_identificada,excluir,INTEGRATING MICROBIOME AND TRANSCRIPTOME ANALYSES TO UNDERSTAND THE EFFECT OF REPLACING FISHMEAL WITH TENEBRIO MOLITOR MEAL IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI) DIETS,
10.1016/j.jhazmat.2023.132266,sem_open_access,resumo,outros,nao_identificada,excluir,IMMUNOTOXICITY AND THE MECHANISMS OF AFLATOXIN B1-INDUCED GROWTH RETARDATION IN SHRIMP AND ALLEVIATING EFFECTS OF BILE ACIDS,
10.3390/ani13203282,erro_download,resumo,outros,nao_identificada,excluir,EFFECTS OF LYOPHILIZED AÇAÍ (EUTERPE OLERACEA) SUPPLEMENTATION ON OXIDATIVE DAMAGE AND INTESTINAL HISTOLOGY IN JUVENILE SHRIMP PENAEUS VANNAMEI REARED IN BIOFLOC SYSTEMS,
10.3390/md21100548,erro_download,resumo,outros,nao_identificada,excluir,HEME OXYGENASE-1 IS INVOLVED IN THE REPAIR OF OXIDATIVE DAMAGE INDUCED BY OXIDIZED FISH OIL IN LITOPENAEUS VANNAMEI BY SULFORAPHANE,
10.1016/j.dci.2023.104896,sem_open_access,resumo,outros,nao_identificada,excluir,"EFFECT OF FED DIETARY YEAST (RHODOTORULA PALUDIGENA CM33) ON SHRIMP GROWTH, GENE EXPRESSION, INTESTINAL MICROBIAL, DISEASE RESISTANCE, AND MEAT COMPOSITION OF LITOPENAEUS VANNAMEI",
10.1007/s10499-023-01106-7,sem_open_access,resumo,outros,nao_identificada,excluir,IMPACTS OF ACUTE COLD-STRESS IN PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI: INVESTIGATING THE TISSUE-SPECIFIC STRESS RESISTANCE RESPONSE,
10.1017/S0007114522004032,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY SELENIUM SUPPLEMENTATION ALLEVIATES LOW SALINITY STRESS IN THE PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI: GROWTH, ANTIOXIDATIVE CAPACITY AND HEPATOPANCREAS TRANSCRIPTOMIC RESPONSES",
10.3856/vol51-issue4-fulltext-3051,download_ok,texto_completo,aquicultura,histochemistry,incluir,"THERAPEUTIC, HISTOPATHOLOGICAL, AND NON-SPECIFIC IMMUNE STATUS EFFECT OF RHIZOPHORA MANGLE AND LAGUNCULARIA RACEMOSE HYDROALCOHOLIC EXTRACTS AGAINST VIBRIO HARVEYI AND VIBRIO CAMPBELLII IN WHITE SHRIMP (PENAEUS VANNAMEI)",
10.1111/jfd.13814,erro_download,resumo,outros,nao_identificada,excluir,"FIRST IDENTIFICATION AND HISTOPATHOLOGICAL ANALYSIS OF LACTOCOCCUS GARVIEAE INFECTION IN WHITELEG SHRIMP, PENAEUS VANNAMEI CULTURED IN LOW SALINITY WATER",
10.1016/j.anifeedsci.2023.115710,sem_open_access,resumo,outros,nao_identificada,excluir,"DIETARY BILE ACIDS PROMOTE STEROL METABOLISM, BILE ACIDS ENTEROHEPATIC CIRCULATION, AND APOPTOSIS IN JUVENILE PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.3390/w15163010,erro_download,resumo,outros,nao_identificada,excluir,EVALUATION OF BIOFLOC-BASED PROBIOTIC ISOLATES ON GROWTH PERFORMANCE AND PHYSIOLOGICAL RESPONSES IN LITOPENAEUS VANNAMEI,
10.1016/j.imlet.2023.06.007,sem_pdf,resumo,outros,nao_identificada,excluir,A NEW EXPERIMENTAL MODEL TO STUDY SHRIMP ALLERGY,
10.1007/s10126-023-10228-1,sem_open_access,resumo,outros,nao_identificada,excluir,"HISTOLOGICAL, PHYSIOLOGICAL AND TRANSCRIPTOMIC ANALYSIS REVEAL THE ACUTE ALKALINITY STRESS OF THE GILL AND HEPATOPANCREAS OF LITOPENAEUS VANNAMEI",
10.1016/j.aqrep.2023.101641,sem_pdf,resumo,outros,nao_identificada,excluir,"THE REGULATION EFFECT OF ATRACTYLODIS MACROCEPHALAE POLYSACCHARIDES ON THE GROWTH PERFORMANCE, ANTIOXIDANT CAPACITY AND IMMUNE FUNCTION IN LITOPENAEUS VANNAMEI",
10.1016/j.marpolbul.2023.115137,sem_open_access,resumo,outros,nao_identificada,excluir,OXIDATIVE EFFECTS OF CONSUMING MICROPLASTICS IN DIFFERENT TISSUES OF WHITE SHRIMP LITOPENAEUS VANNAMEI,
10.1007/s10499-023-01077-9,sem_open_access,resumo,outros,nao_identificada,excluir,"SUGARCANE BAGASSE BIOCHAR-AMENDED SEDIMENT IMPROVES GROWTH, SURVIVAL, AND PHYSIOLOGICAL PROFILES OF WHITE-LEG SHRIMP, LITOPENAEUS VANNAMEI (BOONE, 1931) REARED IN INLAND SALINE WATER",
10.1016/j.envpol.2023.121646,sem_open_access,resumo,outros,nao_identificada,excluir,"TOXICITIES OF POLYSTYRENE MICROPLASTICS (MPS) AND HEXABROMOCYCLODODECANE (HBCD), ALONE OR IN COMBINATION, TO THE HEPATOPANCREAS OF THE WHITELEG SHRIMP, LITOPENAEUS VANNAMEI",
10.1016/j.aquaculture.2023.739483,sem_open_access,resumo,outros,nao_identificada,excluir,WENZHOU SHRIMP VIRUS 8 (WZSV8) DETECTION BY UNIQUE INCLUSIONS IN SHRIMP HEPATOPANCREATIC E-CELLS AND BY RT-PCR,
10.3856/vol51-issue3-fulltext-3006,download_ok,texto_completo,aquicultura,histochemistry,incluir,FISHMEAL REPLACEMENT AND ITS EFFECTS ON NUTRITION AND THE PHYSIOLOGY OF PENAEUS VANNAMEI SHRIMP JUVENILES,
10.3390/ani13132109,erro_download,resumo,outros,nao_identificada,excluir,"EFFECTS OF DIETARY CHENODEOXYCHOLIC ACID SUPPLEMENTATION IN A LOW FISHMEAL DIET CONTAINING CLOSTRIDIUM AUTOETHANOGENUM PROTEIN ON GROWTH, LIPID AND CHOLESTEROL METABOLISM, AND HEPATOPANCREAS HEALTH OF LITOPENAEUS VANNAMEI",
10.1016/j.aquatox.2023.106569,sem_open_access,resumo,outros,nao_identificada,excluir,INTEGRATION OF TRANSCRIPTOMIC AND METABOLOMIC REVEALS CARBONATE ALKALINITY STRESS RESPONSES IN THE HEPATOPANCREAS OF LITOPENAEUS VANNAMEI,
10.1016/j.aqrep.2023.101617,sem_pdf,resumo,outros,nao_identificada,excluir,DIETARY INOSITOL IMPROVES GROWTH AND HEALTH STATUS BY REGULATING THE BARRIERS FUNCTION OF HEMOLYMPH AND INTESTINE OF JUVENILE PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.heliyon.2023.e17018,erro_download,resumo,outros,nao_identificada,excluir,"EFFECT OF DISSOLVED METABOLITES OF THE DINOFLAGELLATE GYMNODINIUM CATENATUM (GRAHAM, 1943) ON THE WHITE SHRIMP LITOPENAEUS VANNAMEI (BOONE, 1931): A HISTOLOGICAL STUDY",
10.1016/j.jip.2023.107932,sem_open_access,resumo,outros,nao_identificada,excluir,WHITE FECES SYNDROME IN PENAEUS VANNAMEI IS POTENTIALLY AN ENTEROCYTOZOON HEPATOPENAEI (EHP) ASSOCIATED PATHOBIOME ORIGIN OF VIBRIO SPP,
10.1016/j.cbd.2023.101080,sem_open_access,resumo,outros,nao_identificada,excluir,EFFECTS OF HERMETIA ILLUCENS LARVAE MEAL ON THE PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI) REVEALED BY INNATE IMMUNITY AND 16S RRNA GENE SEQUENCING ANALYSIS,
10.1007/s10499-022-01025-z,sem_open_access,resumo,outros,nao_identificada,excluir,EFFECTS OF DIFFERENT FORMS OF ARTIFICIALLY SALINIZED IN LOW-SALINITY WATER OF PENAEUS VANNAMEI IN THE GROW-OUT PHASE IN A SYNBIOTIC SYSTEM,
10.1002/jsfa.12306,sem_open_access,resumo,outros,nao_identificada,excluir,WATERLESS LIVE TRANSPORT DEGRADES THE FLESH QUALITY OF LITOPENAEUS VANNAMEI BY DISTURBING NEUROENDOCRINE RESPONSE: BASED ON PHYSIOLOGY AND METABOLOMICS,
10.21608/ejabf.2023.302084,erro_execucao,resumo,outros,nao_identificada,excluir,"VALUATION BIO-IMPACTS OF DIFFERENT DOSES FOR BACILLUS SUBTILIS ON GROWTH RATES, SOME TISSUES AND GENES OF THE SHRIMP LITOPENAEUS VANNAMEI",
10.3390/ani13101676,erro_download,resumo,outros,nao_identificada,excluir,EVALUATION OF THE HORIZONTAL TRANSMISSION OF WHITE SPOT SYNDROME VIRUS FOR WHITELEG SHRIMP (LITOPENAEUS VANNAMEI) BASED ON THE DISEASE SEVERITY GRADE AND VIRAL SHEDDING RATE,
10.7324/JABB.2023.91082,download_ok,texto_completo,aquicultura,nao_identificada,incluir,EFFECT OF BACTERIOPHAGES AND CHAMBER BITTER (PHYLLANTHUS AMARUS) IN COMBINATION ON VIBRIO PARAHAEMOLYTICUS,
10.1016/j.ecoenv.2023.114871,sem_pdf,resumo,outros,nao_identificada,excluir,"TISSUE ACCUMULATION OF POLYSTYRENE MICROPLASTICS CAUSES OXIDATIVE STRESS, HEPATOPANCREATIC INJURY AND METABOLOME ALTERATIONS IN LITOPENAEUS VANNAMEI",
10.1016/j.eti.2023.103073,sem_pdf,resumo,outros,nao_identificada,excluir,TOXICOLOGICAL EFFECTS OF POLYSTYRENE NANOPLASTICS ON MARINE ORGANISMS,
10.1016/j.aquaculture.2023.739322,sem_open_access,resumo,outros,nao_identificada,excluir,5-AMINOLAEVULINIC ACID REDUCED THE MORTALITY OF THE PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI INFECTED WITH ENTEROCYTOZOON HEPATOPENAEI,
10.20950/1678-2305/bip.2023.49.e718,download_ok,texto_completo,aquicultura,histochemistry,incluir,ASSESSMENT OF THE IN-VITRO AFLATOXIN B1 ADSORPTION AND PROBIOTIC CAPACITY OF YEASTS ISOLATED FROM PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI), AVALIAÇÃO IN VITRO DA CAPACIDADE DE ADSORÇÃO DE AFLATOXINA B1 E PROBIÓTICA DE LEVEDURAS ISOLADAS DO CAMARÃO-BRANCO-DO-PACÍFICO (LITOPENAEUS VANNAMEI)
10.3390/ani13071131,erro_download,resumo,outros,nao_identificada,excluir,EFFECTS OF PANAX NOTOGINSENG WATER EXTRACT ON IMMUNE RESPONSES AND DIGESTIVE ENZYMES IN WHITE SHRIMP LITOPENAEUS VANNAMEI,
10.1016/j.aqrep.2023.101521,sem_pdf,resumo,outros,nao_identificada,excluir,"GROWTH, NONSPECIFIC IMMUNITY, INTESTINAL FLORA, HEPATOPANCREAS, AND INTESTINAL HISTOLOGICAL RESULTS FOR LITOPENAEUS VANNAMEI FED WITH DIETS SUPPLEMENT WITH DIFFERENT ANIMAL BY-PRODUCTS",
10.1016/j.aqrep.2023.101491,sem_pdf,resumo,outros,nao_identificada,excluir,"EFFECTS OF BILE ACIDS SUPPLEMENTED INTO LOW FISHMEAL DIET ON GROWTH, MOLTING, AND INTESTINAL HEALTH OF PACIFIC WHITE SHRIMP, LITOPENAEUS VANNAMEI",
10.1016/j.aqrep.2023.101481,sem_pdf,resumo,outros,nao_identificada,excluir,"THE EFFECT OF DIETARY SUPPLEMENTATION OF MEDIUM-CHAIN FATTY ACIDS PRODUCTS ON GUT AND HEPATOPANCREAS HEALTH, AND DISEASE RESISTANCE IN WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1016/j.aquaculture.2022.739216,sem_open_access,resumo,outros,nao_identificada,excluir,EFFECTS OF DIFFERENT PROBIOTICS (BACILLUS SUBTILIS) ADDITION STRATEGIES ON A CULTURE OF LITOPENAEUS VANNAMEI IN BIOFLOC TECHNOLOGY (BFT) AQUACULTURE SYSTEM,
10.1016/j.aquaculture.2022.739200,sem_open_access,resumo,outros,nao_identificada,excluir,INTEGRATED MARICULTURE OF CO-CULTURED WHITELEG SHRIMP (LITOPENAEUS VANNAMEI) AND GREY MULLET (MUGIL CEPHALUS) IN SEQUENCE WITH RED TILAPIA (OREOCHROMIS SPP.) IN A CLOSED BIOFLOC-BASED SYSTEM,
,erro_api,resumo,outros,nao_identificada,excluir,"IN VITRO AND IN VIVO CHARACTERISATIONS OF CENTELLA ASIATICA EXTRACT AGAINST VIBRIO ALGINOLYTICUS INFECTION IN WHITELEG SHRIMP, PENAEUS VANNAMEI",
10.14202/vetworld.2023.638-649,download_ok,texto_completo,aquicultura,histochemistry,incluir,THE ROLE OF PROBIOTICS IN VANNAMEI SHRIMP AQUACULTURE PERFORMANCE - A REVIEW,
10.3390/antibiotics12030575,erro_download,resumo,outros,nao_identificada,excluir,"EFFECTS OF SULFAMETHOXAZOLE AND FLORFENICOL ON GROWTH, ANTIOXIDANT CAPACITY, IMMUNE RESPONSES AND INTESTINAL MICROBIOTA IN PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI AT LOW SALINITY",
10.3390/fishes8030148,erro_download,resumo,outros,nao_identificada,excluir,"COMPARISON OF IMMUNE RESPONSE OF LITOPENAEUS VANNAMEI SHRIMP NATURALLY INFECTED WITH VIBRIO SPECIES, AND AFTER BEING FED WITH FLORFENICOL",
10.7717/peerj.14747,sem_pdf,resumo,outros,nao_identificada,excluir,"METABOLIC TURNOVER RATE, DIGESTIVE ENZYME ACTIVITIES, AND BACTERIAL COMMUNITIES IN THE WHITE SHRIMP LITOPENAEUS VANNAMEI UNDER COMPENSATORY GROWTH",
10.3390/ani13030331,erro_download,resumo,outros,nao_identificada,excluir,DIET-INDEPENDENT POSITIVE EFFECTS OF A MULTI-SPECIES PROBIOTIC ON THE GROWTH PERFORMANCE AND RESISTANCE AGAINST VIBRIO PARAHAEMOLYTICUS IN WHITE LEG SHRIMP,
10.1016/j.aquatox.2023.106399,sem_open_access,resumo,outros,nao_identificada,excluir,TOXIC EFFECTS OF GLYPHOSATE ON HISTOPATHOLOGY AND INTESTINAL MICROFLORA OF JUVENILE LITOPENAEUS VANNAMEI,
10.1016/j.envpol.2022.120950,sem_open_access,resumo,outros,nao_identificada,excluir,TOXICOLOGICAL RESPONSE OF PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI TO A HAZARDOUS CYANOTOXIN NODULARIN EXPOSURE,
10.1016/j.aqrep.2022.101432,sem_pdf,resumo,outros,nao_identificada,excluir,CLOSTRIDIUM AUTOETHANOGENUM PROTEIN SUBSTITUTION AND BILE ACIDS ADDITION ALTERED INTESTINAL HEALTH AND TRANSCRIPTOME PROFILES OF HEPATOPANCREAS IN LITOPENAEUS VANNAMEI,
10.1016/j.aqrep.2022.101436,sem_pdf,resumo,outros,nao_identificada,excluir,EFFECTS OF DIETARY N-6 POLYUNSATURATED FATTY ACIDS (PUFA) COMPOSITION ON GROWTH PERFORMANCES AND NON-SPECIFIC IMMUNITY IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.jip.2022.107853,sem_open_access,resumo,outros,nao_identificada,excluir,A LABORATORY CHALLENGE MODEL FOR EVALUATING ENYTEROCYTOZOON HEPATOPENAEI SUSCEPTIBILITY IN SELECTED LINES OF PACIFIC WHITELEG SHRIMP PENAEUS VANNAMEI,
10.1016/j.cbpc.2022.109493,sem_open_access,resumo,outros,nao_identificada,excluir,"SILVER NANO/MICROPARTICLE TOXICITY IN THE SHRIMP LITOPENAEUS VANNAMEI (BOONE, 1931)",
10.1007/s10499-022-00962-z,sem_open_access,resumo,outros,nao_identificada,excluir,"DIGESTIVE ENZYME ACTIVITIES, INTESTINAL HISTOLOGY, AND GUT MICROBIOTA OF PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI FED WITH TURMERIC, CURCUMIN, AND NANOMICELLE CURCUMIN",
10.3389/fphys.2023.1067354,download_ok,texto_completo,aquicultura,histochemistry,incluir,COMPARATIVE STUDY ON THE EFFECTS OF CRYSTALLINE L-METHIONINE AND METHIONINE HYDROXY ANALOGUE CALCIUM SUPPLEMENTATIONS IN THE DIET OF JUVENILE PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1016/j.aquaculture.2022.738858,sem_open_access,resumo,outros,nao_identificada,excluir,"EVALUATION OF DIETARY HAEMATOCOCCUS PLUVIALIS IN PILOT-SCALE FARMING OF LITOPENAEUS VANNAMEI: EFFECTS ON PRODUCTION PERFORMANCE, PHYSIOLOGICAL HEALTH, BACTERIAL COMMUNITIES, AND EUKARYOTIC PLANKTON",
10.12264/JFSC2023-0149,erro_api,resumo,outros,nao_identificada,excluir,"EFFECTS OF DIETARY ENERGY SOURCES AND LEVELS ON GROWTH, ANTIOXIDANT CAPACITY AND PROTEIN UTILIZATION OF LITOPENAEUS VANNAMEI; ???????????????????????????? ??????",
10.54203/SCIL.2023.WVJ43,download_ok,texto_completo,aquicultura,histochemistry,incluir,IN SILICO AND IN VIVO POTENTIAL OF FRACTION RED BETEL LEAF AS AN IMMUNOSTIMULANT AGENT IN WHITE-LEG SHRIMP,
10.46989/001c.81912,download_ok,texto_completo,aquicultura,histochemistry,incluir,A COMPREHENSIVE STUDY IN EFFICACY OF VIETNAMESE HERBAL EXTRACTS ON WHITELEG SHRIMP (PENAEUS VANNAMEI) AGAINST VIBRIO PARAHAEMOLYTICUS CAUSING ACUTE HEPATOPANCREATIC NECROSIS DISEASE (AHPND),
10.7717/peerj.15795,erro_download,resumo,outros,nao_identificada,excluir,MICROBIAL SIGNATURE PROFILES OF PENAEUS VANNAMEI LARVAE IN LOW-SURVIVAL HATCHERY TANKS AFFECTED BY VIBRIOSIS,
10.1051/alr/2023013,erro_download,resumo,outros,nao_identificada,excluir,"FISHMEAL REPLACEMENT BY MEALWORM (TENEBRIO MOLITOR) IN DIET OF FARMED PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI): EFFECTS ON GROWTH PERFORMANCE, SERUM BIOCHEMISTRY, AND IMMUNE RESPONSE",
10.25268/bimc.invemar.2023.52.1.1156,erro_download,resumo,outros,nao_identificada,excluir,IN VITRO AND IN VIVO INHIBITION OF VIBRIO SPP. ISOLATED FROM THE SHRIMP LITOPENAEUS VANNAMEI USING NATIVE LACTIC ACID BACTERIA, INHIBICIÓN IN VITRO E IN VIVO DE VIBRIO SPP. AISLADOS DEL LANGOSTINO LITOPENAEUS VANNAMEI UTILIZANDO BACTERIAS ÁCIDO LÁCTICAS NATIVAS
10.3389/fimmu.2023.1190590,download_ok,texto_completo,aquicultura,histochemistry,incluir,"COMPARATIVE STUDY OF THE IMPACT OF DIETARY SUPPLEMENTATION WITH DIFFERENT TYPES OF CPG OLIGODEOXYNUCLEOTIDES (CPG ODNS) ON ENHANCING INTESTINAL MICROBIOTA DIVERSITY, ANTIOXIDANT CAPACITY, AND IMMUNE-RELATED GENE EXPRESSION PROFILES IN PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI)",
10.1155/2023/6685592,erro_download,resumo,outros,nao_identificada,excluir,DIETARY RIBOFLAVIN REQUIREMENT OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI),
10.1155/2023/7825559,erro_download,resumo,outros,nao_identificada,excluir,EVALUATION OF PHYTOSTEROLS AS AN ALTERNATIVE TO CHOLESTEROL IN PRACTICAL DIETS ON GROWTH AND NONSPECIFIC IMMUNITY OF LITOPENAEUS VANNAMEI,
10.1155/2023/1160015,erro_download,resumo,outros,nao_identificada,excluir,"GROWTH PERFORMANCE, FEED UTILISATION, ENDOGENOUS DIGESTIVE ENZYMES, INTESTINAL MORPHOLOGY, AND ANTIMICROBIAL EFFECT OF PACIFIC WHITE SHRIMP (LITOPENAEUS VANNAMEI) FED WITH FEED SUPPLEMENTED WITH PINEAPPLE WASTE CRUDE EXTRACT AS A FUNCTIONAL FEED ADDITIVE",
10.1099/ijsem.0.005786,sem_open_access,resumo,outros,nao_identificada,excluir,"MARIBACTER LITOPENAEI SP. NOV., ISOLATED FROM THE INTESTINAL TRACT OF THE PACIFIC WHITE SHRIMP LITOPENAEUS VANNAMEI",
